월,일,시간(1h),시간(2h),시간(3h),시간(4h),시간(5h),시간(6h),시간(7h),시간(8h),시간(9h),시간(10h),시간(11h),시간(12h),시간(13h),시간(14h),시간(15h),시간(16h),시간(17h),시간(18h),시간(19h),시간(20h),시간(21h),시간(22h),시간(23h),시간(24h)
6,23,0,0,0,0,0,0,34.68,126,212.4,369.24,556.44,683.16,658.32,774.48,777.48,586.56,450.24,225.6,147.84,25.92,0,0,0,0
6,24,0,0,0,0,0,3.96,87.48,274.92,468.36,605.28,906,825.6,1072.56,981.36,958.8,888.12,644.04,360.6,123.48,18.96,0,0,0,0
6,25,0,0,0,0,0,7.2,121.2,289.92,421.68,730.32,905.76,910.68,804.72,757.92,522,365.64,323.16,184.08,71.76,2.64,0,0,0,0
6,26,0,0,0,0,0,4.32,122.16,280.68,518.4,723.72,799.68,944.88,1027.32,973.68,724.92,410.64,393.24,203.52,96.72,15.72,0,0,0,0
6,27,0,0,0,0,0,0.24,81.12,268.44,396.36,799.68,992.64,1110.96,1160.16,1054.2,1047.6,823.32,635.88,317.4,156.72,38.88,0,0,0,0
6,28,0,0,0,0,0,0,52.08,252.84,435.84,615.72,721.32,915,1076.88,1066.56,1019.88,874.56,670.92,414.48,142.08,19.32,0,0,0,0
6,29,0,0,0,0,0,0.96,82.44,296.16,610.8,795.12,961.44,1136.64,1153.92,1156.56,1029.96,741.72,478.8,362.88,142.8,14.76,0,0,0,0
6,30,0,0,0,0,0,0.96,75,221.16,260.88,338.04,487.2,614.64,894.48,918.72,1051.56,897.12,676.44,396.6,136.2,19.56,0,0,0,0
7,1,0,0,0,0,0,2.64,83.88,204.6,384.6,598.2,774.12,849.84,937.56,921.72,729.84,483.96,261.24,158.88,90.12,9.72,0,0,0,0
7,2,0,0,0,0,0,0,37.32,90.84,111.48,235.08,257.88,397.2,317.76,256.68,213.6,98.52,74.52,35.28,14.4,10.08,0,0,0,0
7,3,0,0,0,0,0,0,0,21.24,61.2,122.52,220.56,240.96,203.16,123.96,53.52,111,142.2,77.64,30.6,2.28,0,0,0,0
7,4,0,0,0,0,0,0,6.84,81.24,154.56,366.24,782.04,1014.84,147.24,249.12,212.76,199.2,260.4,107.76,61.2,8.64,0,0,0,0
7,5,0,0,0,0,0,0,45.72,207.84,348.96,377.76,374.16,405,443.04,495,343.32,233.4,143.28,82.68,51.12,4.56,0,0,0,0
7,6,0,0,0,0,0,0,0,23.04,24.24,74.52,133.92,138.48,196.92,309,386.64,177.36,81.36,74.04,29.16,1.08,0,0,0,0
7,7,0,0,0,0,0,0,2.52,34.2,162.6,157.2,517.68,709.56,977.88,340.32,214.56,124.56,85.92,73.32,37.44,0,0,0,0,0
7,8,0,0,0,0,0,0,55.8,152.76,179.64,336.6,808.44,601.8,752.76,734.04,862.92,492.6,318.12,184.44,88.56,15.12,0,0,0,0
7,9,0,0,0,0,0,0,2.4,52.92,62.88,122.64,398.52,819.24,537.48,313.44,171.72,414.48,155.28,175.8,40.2,1.68,0,0,0,0
7,10,0,0,0,0,0,0,62.28,298.92,549.72,818.64,931.56,1103.76,1130.16,1008.84,822.96,847.32,658.56,397.2,110.16,14.52,0,0,0,0
7,11,0,0,0,0,0,0,59.04,231.84,282.72,539.28,686.88,721.8,296.16,852.72,973.32,879,638.04,298.08,145.32,15.48,0,0,0,0
7,12,0,0,0,0,0,0,22.32,54.12,142.8,208.92,259.44,405.36,387,547.32,477.24,248.64,110.28,68.28,28.08,0,0,0,0,0
7,13,0,0,0,0,0,0,12.6,67.08,89.64,178.2,555.48,588.24,382.92,567.36,799.56,618.72,564.6,351.72,117.72,21.84,0,0,0,0
7,14,0,0,0,0,0,0,61.8,101.64,267.36,684.24,629.28,924.24,1080.12,1068.24,982.44,832.44,618.84,356.52,136.92,17.52,0,0,0,0
7,15,0,0,0,0,0,0,31.68,58.2,141.12,186.12,347.64,363.84,272.76,206.52,171.72,201.84,123.12,59.64,5.64,0,0,0,0,0
7,16,0,0,0,0,0,0,41.4,148.68,268.56,438.24,640.8,684.48,803.04,603.84,428.28,341.88,152.4,76.56,35.64,0,0,0,0,0
7,17,0,0,0,0,0,0,0.6,65.28,109.68,229.32,180.24,343.92,372.48,378.6,359.16,178.44,172.56,60.6,48.72,9.84,0,0,0,0
7,18,0,0,0,0,0,0,27.96,114.96,163.68,271.2,477.12,462.96,845.64,568.8,329.16,286.2,245.4,183.48,39.36,2.76,0,0,0,0
7,19,0,0,0,0,0,0,0,0,93.12,149.76,157.32,419.28,978.6,1076.64,1021.32,882,668.4,388.68,153.36,15.84,0,0,0,0
7,20,0,0,0,0,0,0,27,161.64,335.16,454.68,519.36,779.28,732.6,669.72,697.56,719.16,551.16,388.08,163.92,18.72,0,0,0,0
7,21,0,0,0,0,0,0,39.84,159,335.04,717.6,816.48,1032.72,1075.44,1085.88,1012.68,848.64,613.08,370.92,129.12,14.04,0,0,0,0
7,22,0,0,0,0,0,0,26.4,195.36,250.56,351.72,770.16,928.2,902.76,816.36,930.6,473.88,731.52,375.12,126.48,8.64,0,0,0,0
7,23,0,0,0,0,0,0,50.64,254.88,341.4,560.28,675.84,750.72,647.04,668.76,1097.28,791.88,576.24,375.48,124.2,4.92,0,0,0,0
7,24,0,0,0,0,0,0,23.04,212.64,481.56,584.52,379.8,315.96,414,852,876.48,724.8,460.44,354.72,74.04,7.56,0,0,0,0
7,25,0,0,0,0,0,0,74.88,280.8,550.68,614.88,912.84,1092.24,879.24,720.12,583.92,447.72,264.24,37.44,3.6,0,0,0,0,0
7,26,0,0,0,0,0,0,33.96,158.4,493.2,543.96,659.64,567.24,981.24,985.2,968.76,836.4,668.16,371.88,127.2,12.48,0,0,0,0
7,27,0,0,0,0,0,0,49.08,203.28,454.08,770.76,975.12,1096.92,1157.04,1029,987.84,831.96,640.8,346.2,96.84,7.8,0,0,0,0
7,28,0,0,0,0,0,0,27.36,211.68,229.2,264.6,158.76,197.88,246.6,235.08,152.16,38.88,51.12,57,23.52,1.08,0,0,0,0
7,29,0,0,0,0,0,0,31.08,151.32,417.24,768.36,981,996.12,1033.32,846.96,483.84,796.56,654.72,390.6,152.28,13.92,0,0,0,0
7,30,0,0,0,0,0,0,44.64,264.96,566.64,813.72,977.88,1064.16,1116.96,1086,1026.36,877.92,659.28,304.08,124.2,7.32,0,0,0,0
7,31,0,0,0,0,0,0,27,211.44,533.28,652.56,816.84,1088.28,1118.76,1098.72,1050,786.6,675.96,232.2,140.4,12.72,0,0,0,0
8,1,0,0,0,0,0,0,0,39.24,111.36,300,402.36,539.16,545.4,432.48,432.48,595.68,473.28,271.32,83.16,4.92,0,0,0,0
8,2,0,0,0,0,0,0,0,33.12,31.68,8.4,87.48,96.6,64.2,41.52,42,26.64,17.76,13.8,6.36,0,0,0,0,0
8,3,0,0,0,0,0,0,9.72,52.44,83.64,78.24,113.88,127.44,96,135.36,227.4,100.32,42.6,21.84,0.72,0,0,0,0,0
8,4,0,0,0,0,0,0,0,37.32,68.88,34.68,55.56,91.92,111.36,87.24,70.44,109.32,20.88,5.16,8.64,0.24,0,0,0,0
8,5,0,0,0,0,0,0,1.32,100.56,213.48,533.4,799.56,942.24,1099.08,1079.4,961.8,813.72,614.64,331.92,76.56,7.92,0,0,0,0
8,6,0,0,0,0,0,0,0,76.08,333.12,381.24,631.44,732.72,794.64,920.52,811.68,665.04,561.12,302.52,89.16,4.2,0,0,0,0
8,7,0,0,0,0,0,0,22.8,156,282.12,496.44,471.12,596.16,452.52,382.44,433.08,267,184.44,74.76,45.36,0,0,0,0,0
8,8,0,0,0,0,0,0,17.28,120.24,276.72,566.52,899.52,729.48,862.32,906.84,877.08,607.68,522.12,200.76,38.28,2.28,0,0,0,0
8,9,0,0,0,0,0,0,28.56,251.64,486.6,681.72,1027.32,990.6,1150.68,1047.6,1064.04,356.04,575.4,348.84,122.64,2.28,0,0,0,0
8,10,0,0,0,0,0,0,3.96,99.24,194.16,339.36,789.6,1132.8,1040.52,908.28,987.36,930.36,521.52,385.92,107.76,7.68,0,0,0,0
8,11,0,0,0,0,0,0,44.64,175.32,279.6,832.44,888,1094.16,1157.52,1173.6,1109.64,937.56,582.96,355.08,76.8,6.48,0,0,0,0
8,12,0,0,0,0,0,0,40.68,200.4,419.28,694.68,875.16,1023.72,927.6,1017.24,903,764.88,589.2,187.8,69.24,1.56,0,0,0,0
8,13,0,0,0,0,0,0,7.8,84.6,237.96,352.44,354.72,284.4,342.84,317.28,294.6,354.84,127.08,67.56,11.28,0,0,0,0,0
8,14,0,0,0,0,0,0,0,36.96,82.2,186.48,181.68,186.96,292.8,231.84,250.32,198.6,274.32,60.12,0,0,0,0,0,0
8,15,0,0,0,0,0,0,8.16,93.84,345.72,323.64,676.2,739.08,642.84,598.8,1108.32,669.36,467.04,331.32,100.8,2.28,0,0,0,0
8,16,0,0,0,0,0,0,66.48,224.52,555.24,840.24,1048.08,1171.32,1167,980.28,976.08,688.32,376.56,193.56,26.28,0,0,0,0,0
8,17,0,0,0,0,0,0,7.8,63.84,157.8,173.88,302.04,373.56,331.44,315.72,75.24,64.8,66.12,8.76,0,0,0,0,0,0
8,18,0,0,0,0,0,0,0,42.24,121.68,320.16,510.24,777.36,528,326.76,139.32,78.96,62.52,14.28,0,0,0,0,0,0
8,19,0,0,0,0,0,0,8.16,90.84,215.04,313.32,443.28,601.32,525.72,396.72,299.28,185.76,104.16,92.76,48,0.96,0,0,0,0
8,20,0,0,0,0,0,0,15.96,122.28,197.64,413.88,297.72,267.6,514.2,363.36,299.52,267,96.96,50.16,11.88,0,0,0,0,0
8,21,0,0,0,0,0,0,0.36,164.88,112.8,133.2,344.28,276.84,599.16,906.48,1004.52,721.08,508.68,271.32,61.44,0,0,0,0,0
8,22,0,0,0,0,0,0,19.56,105,355.08,558.84,844.68,1050.96,1059.12,1094.4,989.16,819.6,546.36,169.8,50.64,0,0,0,0,0
8,23,0,0,0,0,0,0,0,78.6,288,726.84,981.48,976.68,930.48,816.72,751.68,723.84,355.92,247.92,47.16,0,0,0,0,0
8,24,0,0,0,0,0,0,0,16.8,91.68,174.6,205.2,149.76,219,180.36,97.68,55.2,85.44,114.96,14.88,0,0,0,0,0
8,25,0,0,0,0,0,0,0,22.8,50.52,59.16,18.6,262.8,172.08,170.52,257.16,515.88,472.8,202.68,52.08,0,0,0,0,0
8,26,0,0,0,0,0,0,3.48,175.56,232.68,630.24,874.44,774.96,634.68,799.56,964.2,672.6,445.32,203.88,63.36,0,0,0,0,0
8,27,0,0,0,0,0,0,4.32,76.92,129.48,336.12,525.72,509.52,410.16,512.64,319.08,218.04,79.56,58.2,0,0,0,0,0,0
8,28,0,0,0,0,0,0,0,0,88.92,184.2,213.72,232.92,272.64,265.32,220.08,105.12,108.72,70.8,7.92,0,0,0,0,0
8,29,0,0,0,0,0,0,0,22.8,187.2,164.52,632.88,567.6,383.16,437.88,420.96,299.4,145.44,69.36,5.4,0,0,0,0,0
8,30,0,0,0,0,0,0,20.64,199.56,532.92,774.12,919.08,1107.96,1042.8,1067.76,708.24,550.32,336.24,271.32,31.2,0,0,0,0,0
8,31,0,0,0,0,0,0,10.92,129.24,185.76,329.16,682.08,551.28,260.04,236.04,234,210.24,132.6,107.4,21.96,0,0,0,0,0
9,1,0,0,0,0,0,0,14.88,188.28,523.68,822,1038.96,1153.08,1162.56,1127.76,1032.24,853.08,583.56,221.16,42.12,0,0,0,0,0
9,2,0,0,0,0,0,0,4.68,54.48,181.68,233.52,219.48,264.24,417.6,155.4,76.08,75.12,53.28,6.36,0,0,0,0,0,0
9,3,0,0,0,0,0,0,0.96,49.92,66,114,123.12,246.6,188.16,175.8,258.72,82.2,241.44,92.04,19.44,0,0,0,0,0
9,4,0,0,0,0,0,0,13.68,193.92,434.16,488.28,899.64,1001.64,922.8,1075.32,1071.96,892.08,612.72,270.48,37.56,0,0,0,0,0
9,5,0,0,0,0,0,0,2.04,135.72,563.28,877.56,1023,973.08,715.8,1031.04,750.48,594.24,463.8,268.68,21.24,0,0,0,0,0
9,6,0,0,0,0,0,0,0,42.36,124.44,227.28,242.52,637.56,884.76,1140.6,750.24,672.84,543.6,240.84,33.84,0,0,0,0,0
9,7,0,0,0,0,0,0,1.68,111.72,155.64,230.16,756.96,1101.12,1105.68,1115.28,904.92,770.64,426.36,219,12.12,0,0,0,0,0
9,8,0,0,0,0,0,0,5.52,91.32,375.12,731.64,979.44,1083.72,1130.52,1120.44,1029.36,841.2,569.64,242.64,29.4,0,0,0,0,0
9,9,0,0,0,0,0,0,10.32,216.12,461.4,736.92,789.84,924.48,1006.56,835.32,891.24,337.2,263.04,98.28,16.92,0,0,0,0,0
9,10,0,0,0,0,0,0,17.28,181.08,575.28,876.96,1072.32,1111.56,1221.6,1151.64,1112.28,909.84,612.96,260.76,27.72,0,0,0,0,0
9,11,0,0,0,0,0,0,20.16,189.36,483.72,752.64,981.12,1089.96,1136.52,1117.56,947.4,696.6,252.96,79.8,3.6,0,0,0,0,0
9,12,0,0,0,0,0,0,7.56,76.32,280.8,236.76,284.28,309,410.16,291.96,178.32,136.56,144.24,56.52,5.28,0,0,0,0,0
9,13,0,0,0,0,0,0,17.4,209.28,559.92,852.24,1060.44,1172.88,1210.68,1161.6,1043.4,849.84,555.84,222.36,19.32,0,0,0,0,0
9,14,0,0,0,0,0,0,11.28,110.16,322.68,518.04,369.72,919.8,1097.16,999.72,880.68,602.88,438.96,224.88,25.44,0,0,0,0,0
9,15,0,0,0,0,0,0,2.64,45.36,131.4,292.2,854.88,966.6,707.16,800.52,445.08,495.24,417.6,204.48,6.12,0,0,0,0,0
9,16,0,0,0,0,0,0,0,69.24,216.96,409.32,862.44,599.16,348.96,891.36,556.8,399.96,110.64,69.6,3.48,0,0,0,0,0
9,17,0,0,0,0,0,0,0,21.36,79.56,279.48,423,539.28,778.68,756.72,949.92,818.04,554.4,200.76,16.08,0,0,0,0,0
9,18,0,0,0,0,0,0,2.52,67.44,262.32,717,893.64,884.52,534,369.96,445.2,269.76,155.04,81.12,2.52,0,0,0,0,0
9,19,0,0,0,0,0,0,0.36,60.72,161.64,302.88,385.8,321.72,287.64,266.28,257.52,191.28,210.84,82.08,6.6,0,0,0,0,0
9,20,0,0,0,0,0,0,9.72,197.52,517.92,858.36,1050.84,860.52,1176.72,1119.72,1043.76,795.96,232.44,144,3.72,0,0,0,0,0
9,21,0,0,0,0,0,0,9.24,193.56,544.56,838.32,1033.68,1096.68,1181.76,1143.36,1035.96,628.68,484.68,108.12,8.16,0,0,0,0,0
9,22,0,0,0,0,0,0,6.84,168.48,549,849,1048.92,1162.68,1187.16,1140.36,1029.24,838.8,506.88,201.12,9.48,0,0,0,0,0
9,23,0,0,0,0,0,0,0,28.2,141.12,227.28,357.48,436.92,794.76,376.2,256.2,138.24,82.2,24,0,0,0,0,0,0
9,24,0,0,0,0,0,0,0,48.36,41.4,145.56,86.04,121.68,223.68,346.08,209.04,191.28,107.04,18.36,0,0,0,0,0,0
9,25,0,0,0,0,0,0,4.2,68.52,192.96,570.6,635.76,845.88,992.76,1061.64,969.48,814.68,392.76,177.84,5.28,0,0,0,0,0
9,26,0,0,0,0,0,0,3.12,75.72,411.84,703.68,937.8,993.12,1087.32,1141.2,852.96,446.28,333.84,96.12,6.36,0,0,0,0,0
9,27,0,0,0,0,0,0,4.32,164.04,502.08,776.52,1007.4,1114.08,1125.6,1063.8,767.04,252.48,257.16,152.76,4.2,0,0,0,0,0
9,28,0,0,0,0,0,0,4.68,159.72,504,801.96,1020.84,1124.28,1148.52,1096.92,940.68,526.32,189.48,39.72,4.2,0,0,0,0,0
9,29,0,0,0,0,0,0,0,19.2,66,115.68,103.2,144.48,230.28,125.04,67.2,86.88,39.6,15.84,0,0,0,0,0,0
9,30,0,0,0,0,0,0,2.16,137.64,282.72,787.68,845.88,1124.76,933.24,482.64,411.6,520.2,213.96,73.56,1.2,0,0,0,0,0
10,1,0,0,0,0,0,0,4,107,399,799,1005,1137,1091,1082,641,786,419,85,0,0,0,0,0,0
10,2,0,0,0,0,0,0,3,154,523,681,780,454,403,706,591,450,364,73,0,0,0,0,0,0
10,3,0,0,0,0,0,0,2,180,351,600,925,512,1072,558,461,492,368,116,0,0,0,0,0,0
10,4,0,0,0,0,0,0,3,180,575,892,1078,1184,1192,1089,1033,788,438,138,0,0,0,0,0,0
10,5,0,0,0,0,0,0,3,177,555,878,1086,1197,1223,1174,1056,816,483,131,0,0,0,0,0,0
10,6,0,0,0,0,0,0,2,135,533,860,1096,1210,1216,1213,1079,846,505,140,0,0,0,0,0,0
10,7,0,0,0,0,0,0,2.76,176.52,544.56,866.4,1056.72,1143.36,1187.04,1143.6,1021.32,811.56,491.28,121.92,0,0,0,0,0,0
10,8,0,0,0,0,0,0,2.16,141,498.24,841.32,915.48,1076.16,1178.28,1111.32,952.92,704.52,375.24,88.44,0,0,0,0,0,0
10,9,0,0,0,0,0,0,0,152.76,489.84,692.16,917.88,1037.76,1226.52,1099.68,848.04,709.68,286.68,59.76,0,0,0,0,0,0
10,10,0,0,0,0,0,0,2.04,181.44,560.16,878.28,1072.56,1165.44,1197.48,1137.6,1013.52,776.04,447.72,104.4,0,0,0,0,0,0
10,11,0,0,0,0,0,0,1.08,158.64,539.88,860.4,1074.84,1175.28,1196.4,1143,1019.4,803.04,471.84,108.36,0,0,0,0,0,0
10,12,0,0,0,0,0,0,0,15.12,115.56,158.04,141.72,196.08,128.16,119.76,87.84,60.6,28.68,0.84,0,0,0,0,0,0
10,13,0,0,0,0,0,0,0,33.96,180.84,589.44,890.4,453.96,271.8,328.8,312.24,509.16,496.32,109.2,0,0,0,0,0,0
10,14,0,0,0,0,0,0,0.84,164.16,531,838.2,1091.28,1190.64,1163.52,1155.36,1012.56,771.84,463.2,100.32,0,0,0,0,0,0
10,15,0,0,0,0,0,0,0,173.88,603.84,867.72,1137,1253.88,1230.48,1169.16,1048.32,814.8,477.72,95.04,0,0,0,0,0,0
10,16,0,0,0,0,0,0,0,12.12,257.4,519.48,978.24,975,925.32,1011.24,1026.96,864,503.16,88.92,0,0,0,0,0,0
10,17,0,0,0,0,0,0,0.48,189.24,627.96,954,1140,1253.04,1276.44,1225.44,1061.04,828.84,480.96,82.2,0,0,0,0,0,0
10,18,0,0,0,0,0,0,0.36,165.24,589.32,919.8,1121.16,1223.4,1240.8,1175.64,1039.92,786.48,443.52,70.68,0,0,0,0,0,0
10,19,0,0,0,0,0,0,0.24,157.56,584.4,883.44,1076.64,1214.04,1223.16,1057.92,748.56,408.6,140.88,44.88,0,0,0,0,0,0
10,20,0,0,0,0,0,0,0,0.48,45.6,72,85.32,66.72,97.68,94.56,79.08,98.28,52.44,0,0,0,0,0,0,0
10,21,0,0,0,0,0,0,0,52.92,194.4,537.12,343.2,292.8,270.48,258.36,42.6,36.72,5.64,0,0,0,0,0,0,0
10,22,0,0,0,0,0,0,0,0,26.52,123.48,289.44,1021.56,1133.28,514.8,217.92,503.52,301.8,30.24,0,0,0,0,0,0
10,23,0,0,0,0,0,0,0,107.28,521.04,852.24,1051.08,1161.36,1166.76,1127.76,994.56,640.8,253.68,23.52,0,0,0,0,0,0
10,24,0,0,0,0,0,0,0,44.04,211.08,520.8,1035.12,1106.88,1152.12,1110.96,952.8,695.04,329.76,30,0,0,0,0,0,0
10,25,0,0,0,0,0,0,0,32.4,178.44,417.72,745.8,1161.24,1158.84,1122.36,980.4,717.48,354,32.28,0,0,0,0,0,0
10,26,0,0,0,0,0,0,0,36.36,244.8,861.12,1065.36,863.28,683.04,789,700.68,714.48,369.36,32.88,0,0,0,0,0,0
10,27,0,0,0,0,0,0,0,109.8,578.4,947.4,1174.68,1277.52,1300.56,1236.48,1080.24,828.72,402.24,28.56,0,0,0,0,0,0
10,28,0,0,0,0,0,0,0,99.6,570.48,942.72,1148.52,1245.72,1252.56,1178.88,1029.36,782.52,364.92,22.44,0,0,0,0,0,0
10,29,0,0,0,0,0,0,0,35.76,321.48,757.08,744.24,503.28,497.4,307.32,196.56,129.72,46.44,6.6,0,0,0,0,0,0
10,30,0,0,0,0,0,0,0,24,70.2,230.04,507,906.48,703.8,616.08,272.64,114.72,38.28,4.44,0,0,0,0,0,0
10,31,0,0,0,0,0,0,0,0,10.08,35.4,35.16,43.08,45.36,65.4,46.92,18,4.92,0,0,0,0,0,0,0
11,1,0,0,0,0,0,0,0,0.36,25.32,117,95.4,57.84,146.52,149.76,254.64,210.12,128.76,21,0,0,0,0,0,0
11,2,0,0,0,0,0,0,0,0,5.16,24.48,101.28,309.6,808.32,924.48,700.32,569.76,199.56,3.24,0,0,0,0,0,0
11,3,0,0,0,0,0,0,0,50.64,230.88,871.32,1110.24,1245.24,1205.4,1069.56,651.6,432.24,256.68,9.72,0,0,0,0,0,0
11,4,0,0,0,0,0,0,0,41.88,485.64,909.24,1124.88,1235.04,1266.72,1197.24,906.96,674.76,286.32,11.76,0,0,0,0,0,0
11,5,0,0,0,0,0,0,0,36.24,180.36,889.92,1122.36,1225.92,1259.64,1152.72,977.4,655.56,221.16,11.16,0,0,0,0,0,0
11,6,0,0,0,0,0,0,0,0,0,454.56,660,1057.92,1092.6,981.24,426.72,273,87.12,6.24,0,0,0,0,0,0
11,7,0,0,0,0,0,0,0,31.2,336,821.52,1045.92,1086.72,1218.6,1073.52,950.04,692.28,214.44,8.52,0,0,0,0,0,0
11,8,0,0,0,0,0,0,0,9.84,79.08,139.2,231.48,175.32,227.64,257.76,146.16,59.4,30,5.88,0,0,0,0,0,0
11,9,0,0,0,0,0,0,0,24.6,333.36,738.96,791.4,821.88,908.4,837.48,961.08,565.44,157.68,6.48,0,0,0,0,0,0
11,10,0,0,0,0,0,0,0,20.88,324.12,809.4,1098.12,1217.28,1213.8,1132.32,956.88,580.44,172.44,8.76,0,0,0,0,0,0
11,11,0,0,0,0,0,0,0,21.24,79.68,308.76,722.76,1131.72,1046.64,963.12,851.4,480,139.8,7.56,0,0,0,0,0,0
11,12,0,0,0,0,0,0,0,15.48,87.12,160.8,178.44,554.16,958.92,946.08,578.28,234,66,6.12,0,0,0,0,0,0
11,13,0,0,0,0,0,0,0,21.24,180.12,708.12,460.68,696.72,368.04,412.92,317.52,162,64.92,2.64,0,0,0,0,0,0
11,14,0,0,0,0,0,0,0,12.24,254.16,717.12,1061.28,781.56,759.48,1031.04,969,585.84,114.24,3.48,0,0,0,0,0,0
11,15,0,0,0,0,0,0,0,23.28,153.12,231.12,83.04,189.84,434.52,605.04,686.16,202.32,69.36,6.6,0,0,0,0,0,0
11,16,0,0,0,0,0,0,0,9.48,67.68,252.6,514.8,938.64,1038.6,834.24,161.88,118.8,37.56,1.68,0,0,0,0,0,0
11,17,0,0,0,0,0,0,0,8.16,3,110.28,612.36,844.44,263.64,924.24,272.4,290.64,76.8,9.12,0,0,0,0,0,0
11,18,0,0,0,0,0,0,0,20.52,223.32,693.84,1053.72,923.04,962.52,1124.64,969.12,477,99.48,4.68,0,0,0,0,0,0
11,19,0,0,0,0,0,0,0,11.76,188.16,686.52,1165.32,1282.08,1269,1021.56,745.08,336.6,101.4,4.44,0,0,0,0,0,0
11,20,0,0,0,0,0,0,0,13.08,200.52,641.04,1075.08,1204.8,1224.12,1147.2,956.64,471.24,85.44,4.56,0,0,0,0,0,0
11,21,0,0,0,0,0,0,0,7.92,91.44,427.92,767.04,858.36,939,834.12,521.16,201.96,86.16,4.44,0,0,0,0,0,0
11,22,0,0,0,0,0,0,0,10.8,169.08,557.64,963.12,1090.2,810.72,152.4,128.16,126.72,3,0,0,0,0,0,0,0
11,23,0,0,0,0,0,0,0,7.44,72.6,134.28,279.36,778.2,786.24,415.92,226.68,70.08,22.92,0,0,0,0,0,0,0
11,24,0,0,0,0,0,0,0,0,32.04,47.76,16.56,19.08,11.04,0,3.6,10.68,0.36,0,0,0,0,0,0,0
11,25,0,0,0,0,0,0,0,2.52,49.56,92.76,131.88,511.44,372.6,568.2,271.68,102.36,39.84,0,0,0,0,0,0,0
11,26,0,0,0,0,0,0,0,0.72,24.72,44.52,284.64,1020.48,1119.36,1079.28,797.64,407.28,67.32,3,0,0,0,0,0,0
11,27,0,0,0,0,0,0,0,1.92,51.24,116.16,206.04,331.2,984.96,1135.32,822.96,455.52,51.6,3.36,0,0,0,0,0,0
11,28,0,0,0,0,0,0,0,0,3.72,35.64,35.88,38.76,26.28,84.24,76.2,39.12,38.64,0,0,0,0,0,0,0
11,29,0,0,0,0,0,0,0,2.28,64.56,321.6,230.88,615.72,679.2,785.76,436.32,139.2,32.52,1.44,0,0,0,0,0,0
11,30,0,0,0,0,0,0,0,4.32,15.36,47.76,92.4,91.2,58.44,35.64,24.48,25.2,1.08,0,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,3.12,28.92,160.8,367.68,142.44,416.52,438.6,389.52,129.6,46.2,0.12,0,0,0,0,0,0
12,2,0,0,0,0,0,0,0,8.04,103.56,418.44,734.16,894.48,875.88,430.8,489.24,199.44,45.6,1.32,0,0,0,0,0,0
12,3,0,0,0,0,0,0,0,0,35.52,220.56,223.08,227.64,314.28,625.08,190.92,92.76,0.72,0,0,0,0,0,0,0
12,4,0,0,0,0,0,0,0,0,68.4,242.04,600.24,777.48,1024.08,742.32,159.84,314.16,51.96,4.32,0,0,0,0,0,0
12,5,0,0,0,0,0,0,0,0,0.48,17.28,129.6,269.16,117.48,42.96,9.24,4.08,0,0,0,0,0,0,0,0
12,6,0,0,0,0,0,0,0,0,0,16.68,242.76,856.8,1132.92,1089.84,541.2,210.36,76.8,2.16,0,0,0,0,0,0
12,7,0,0,0,0,0,0,0,5.4,57,161.52,200.28,310.68,713.16,557.16,415.68,265.44,76.8,1.2,0,0,0,0,0,0
12,8,0,0,0,0,0,0,0,0,57.72,332.04,381.48,684.84,1042.2,1069.68,572.04,356.76,70.8,3.36,0,0,0,0,0,0
12,9,0,0,0,0,0,0,0,3.48,49.2,465.24,780,1247.04,1335.36,1093.56,481.32,343.08,70.56,2.76,0,0,0,0,0,0
12,10,0,0,0,0,0,0,0,0,14.16,50.88,320.76,170.64,29.88,142.92,323.04,171.48,69.72,0,0,0,0,0,0,0
12,11,0,0,0,0,0,0,0,1.92,68.4,245.76,430.08,705.36,501.72,409.56,188.64,34.2,27.72,0,0,0,0,0,0,0
12,12,0,0,0,0,0,0,0,0,27.12,155.4,417.6,109.68,76.68,727.56,136.68,189.48,32.16,0.96,0,0,0,0,0,0
12,13,0,0,0,0,0,0,0,0,17.64,205.44,339.96,477.96,312.72,163.92,216.72,127.44,37.92,3.84,0,0,0,0,0,0
12,14,0,0,0,0,0,0,0,0,11.52,148.92,661.32,1112.28,1265.04,1160.64,646.68,380.76,41.28,2.64,0,0,0,0,0,0
12,15,0,0,0,0,0,0,0,1.8,84.36,305.04,449.76,721.8,536.64,558,289.68,63,27.12,0.72,0,0,0,0,0,0
12,16,0,0,0,0,0,0,0,2.64,56.52,97.92,183,446.4,606.48,366.96,319.8,66,17.28,0,0,0,0,0,0,0
12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,286.32,82.92,5.88,0,0,0,0,0,0
12,18,0,0,0,0,0,0,0,2.52,56.76,363.84,753.96,1154.4,1365,1222.32,707.4,420.6,48.36,4.44,0,0,0,0,0,0
12,19,0,0,0,0,0,0,0,4.2,102,310.08,479.4,469.08,206.04,206.4,150.96,123.36,49.2,0.96,0,0,0,0,0,0
12,20,0,0,0,0,0,0,0,0,32.52,123.48,234.72,591,1106.04,657,570,243.36,53.04,4.68,0,0,0,0,0,0
12,21,0,0,0,0,0,0,0,0,12.24,32.52,166.08,417.84,619.68,765.48,399.96,120.72,64.44,5.76,0,0,0,0,0,0
