월,일,시간(1h),시간(2h),시간(3h),시간(4h),시간(5h),시간(6h),시간(7h),시간(8h),시간(9h),시간(10h),시간(11h),시간(12h),시간(13h),시간(14h),시간(15h),시간(16h),시간(17h),시간(18h),시간(19h),시간(20h),시간(21h),시간(22h),시간(23h),시간(24h)
11,17,0,0,0,0,0,0,0,0,19.56,22.08,46.08,44.4,59.52,99.12,152.76,162.84,24.72,0.36,0,0,0,0,0,0
11,18,0,0,0,0,0,0,0,0,7.92,26.4,30.12,44.16,38.28,25.68,27.84,24.36,23.76,0,0,0,0,0,0,0
11,19,0,0,0,0,0,0,0,0,16.2,47.64,87,91.2,58.2,39.36,40.8,32.64,4.8,0,0,0,0,0,0,0
11,20,0,0,0,0,0,0,0,9.96,175.8,450.72,468.36,289.92,290.76,489.24,216.36,242.88,84.72,5.88,0,0,0,0,0,0
11,21,0,0,0,0,0,0,0,0.6,77.04,269.64,466.08,290.52,251.64,542.76,548.76,238.92,67.44,3.72,0,0,0,0,0,0
11,22,0,0,0,0,0,0,0,7.92,136.8,480.6,798.36,967.32,973.32,976.92,424.32,199.44,87.24,5.52,0,0,0,0,0,0
11,23,0,0,0,0,0,0,0,0,19.56,65.16,60.72,91.44,124.56,38.04,12.24,32.28,34.92,1.8,0,0,0,0,0,0
11,24,0,0,0,0,0,0,0,8.64,126.48,458.76,808.92,1187.16,1141.8,488.16,302.04,117.12,20.4,0,0,0,0,0,0,0
11,25,0,0,0,0,0,0,0,0,18.84,21.12,132.24,190.56,241.92,140.16,53.28,12.12,9.12,0.24,0,0,0,0,0,0
11,26,0,0,0,0,0,0,0,2.28,37.68,96.36,451.08,792.12,884.88,118.56,286.8,135.84,46.08,0,0,0,0,0,0,0
11,27,0,0,0,0,0,0,0,0,19.8,79.68,130.92,78.6,42,41.76,169.08,48.36,8.88,0,0,0,0,0,0,0
11,28,0,0,0,0,0,0,0,0.72,29.88,138.72,599.4,332.04,201.84,84.84,90.84,102.72,41.16,1.44,0,0,0,0,0,0
11,29,0,0,0,0,0,0,0,5.4,90.6,217.44,369.96,315.36,852.12,702.6,243.84,280.08,73.2,4.32,0,0,0,0,0,0
11,30,0,0,0,0,0,0,0,8.76,101.04,205.92,448.92,486.84,846.6,683.04,377.52,293.16,81.84,3.48,0,0,0,0,0,0
12,1,0,0,0,0,0,0,0,6.72,112.92,571.44,915.36,1152.12,1161.12,1092.6,720.84,408.36,60.36,3.6,0,0,0,0,0,0
12,2,0,0,0,0,0,0,0,0.84,23.4,54.72,126.24,90.12,58.2,13.44,9.84,22.2,0,0,0,0,0,0,0,0
12,3,0,0,0,0,0,0,0,0.6,49.32,193.56,454.32,770.16,710.28,696.24,476.64,294.96,46.32,0,0,0,0,0,0,0
12,4,0,0,0,0,0,0,0,0,16.32,77.76,175.8,288.48,345.24,160.32,409.8,116.4,37.68,0.24,0,0,0,0,0,0
12,5,0,0,0,0,0,0,0,4.32,81.72,217.8,299.52,327.6,287.64,246.12,206.88,117.36,32.52,0,0,0,0,0,0,0
12,6,0,0,0,0,0,0,0,0,20.4,83.76,187.8,223.2,533.28,505.92,632.04,420.6,33.36,2.52,0,0,0,0,0,0
12,7,0,0,0,0,0,0,0,3.12,43.56,465.12,812.76,1177.44,1228.68,1158.24,690.96,402.36,45.6,3,0,0,0,0,0,0
12,8,0,0,0,0,0,0,0,0,44.88,431.16,808.08,1076.28,1171.8,1112.64,670.8,394.2,54.6,3.12,0,0,0,0,0,0
12,9,0,0,0,0,0,0,0,0.6,65.76,442.68,752.64,408,626.88,760.56,585.6,215.88,63.12,1.8,0,0,0,0,0,0
12,10,0,0,0,0,0,0,0,0,0,4.08,47.04,51.36,37.8,35.04,30,23.16,3.12,0,0,0,0,0,0,0
12,11,0,0,0,0,0,0,0,0,9.72,182.16,372.36,845.28,937.56,962.04,604.92,331.92,29.76,0,0,0,0,0,0,0
12,12,0,0,0,0,0,0,0,0,13.44,56.64,128.52,198.24,300.12,278.16,148.56,109.68,30.36,0.12,0,0,0,0,0,0
12,13,0,0,0,0,0,0,0,0,28.68,57.12,147.72,246.24,419.04,282.36,405.24,119.76,39.6,0,0,0,0,0,0,0
12,14,0,0,0,0,0,0,0,0,21.6,67.56,36.48,114.84,207.48,97.8,64.08,31.32,2.76,0,0,0,0,0,0,0
12,15,0,0,0,0,0,0,0,0,34.8,132.24,515.76,747.48,948.72,414.84,432.6,171.12,81,2.4,0,0,0,0,0,0
12,16,0,0,0,0,0,0,0,0.96,54.84,299.04,549.84,517.92,569.88,743.88,162.36,149.28,58.68,1.92,0,0,0,0,0,0
12,17,0,0,0,0,0,0,0,0,0.36,17.4,93.12,70.92,363.24,594.6,300.96,282.96,50.16,1.56,0,0,0,0,0,0
12,18,0,0,0,0,0,0,0,0.48,49.8,105.84,227.64,161.04,183.96,305.4,328.56,174.12,69.84,3.84,0,0,0,0,0,0
12,19,0,0,0,0,0,0,0,1.56,70.32,295.8,594.96,851.52,1022.28,936.96,547.8,347.4,75.72,4.56,0,0,0,0,0,0
12,20,0,0,0,0,0,0,0,0,23.4,106.8,209.4,138.6,166.32,155.64,74.88,46.32,15.24,0,0,0,0,0,0,0
12,21,0,0,0,0,0,0,0,0,18.6,109.44,43.32,124.2,217.68,492,371.64,327.12,77.88,4.68,0,0,0,0,,
12,22,0,0,0,0,0,0,0,1.08,56.88,295.68,682.56,930.6,1086.24,654.72,356.76,267.36,69.6,0.72,0,0,0,0,0,0
12,23,0,0,0,0,0,0,0,0,0.12,30.24,56.28,35.28,40.44,26.76,29.28,26.16,7.68,1.56,0,0,0,0,0,0
12,24,0,0,0,0,0,0,0,0.36,85.8,264,519.96,706.8,768.48,611.04,300.72,192.84,81.48,5.4,0,0,0,0,0,0
12,25,0,0,0,0,0,0,0,0.12,51.84,301.32,700.56,1065.84,1306.32,1187.88,695.04,439.8,52.8,5.76,0,0,0,0,0,0
12,26,0,0,0,0,0,0,0,0.24,56.52,216,429.24,554.52,623.4,785.16,466.8,266.16,88.68,5.4,0,0,0,0,0,0
12,27,0,0,0,0,0,0,0,0.96,69.48,213.72,517.44,633.36,994.56,944.52,567.24,464.52,58.32,6.48,0,0,0,0,0,0
12,28,0,0,0,0,0,0,0,0,27,156.84,291.12,441.96,515.64,713.76,255.24,73.8,46.32,1.56,0,0,0,0,0,0
12,29,0,0,0,0,0,0,0,0.72,57.48,290.88,655.44,779.88,1150.8,949.8,498.72,435.96,75.72,3.84,0,0,0,0,0,0
12,30,0,0,0,0,0,0,0,0.48,62.64,289.92,633.96,897.6,1066.2,778.8,379.8,167.88,24.96,1.68,0,0,0,0,0,0
12,31,0,0,0,0,0,0,0,0,4.08,66.72,262.92,472.44,538.92,548.64,375,346.2,103.92,7.56,0,0,0,0,0,0
