,carid,gps_address,gps_lat,gps_long,speed,time,time_state,Month,Month_num,day,day_num
552,21356,0,37.25723,127.0342,5,2018-05-07 18:14:18,previous,May,4,MON,0
553,21356,0,37.25724,127.0342,35,2018-05-07 18:14:20,current,May,4,MON,0
554,21356,0,37.25814,127.0307,17,2018-05-07 18:15:35,previous,May,4,MON,0
555,21356,0,37.25822,127.0304,56,2018-05-07 18:15:38,current,May,4,MON,0
556,21356,0,37.25999,127.0243,24,2018-05-07 18:16:15,previous,May,4,MON,0
557,21356,0,37.26003,127.024,46,2018-05-07 18:16:17,current,May,4,MON,0
558,21356,0,37.26343,127.0102,2,2018-05-11 08:49:40,previous,May,4,FRI,4
559,21356,0,37.26343,127.0102,24,2018-05-11 08:49:42,current,May,4,FRI,4
560,21356,0,37.26397,127.0012,4,2018-05-11 08:51:26,previous,May,4,FRI,4
561,21356,0,37.26395,127.0013,31,2018-05-11 08:51:28,current,May,4,FRI,4
562,21356,0,37.26395,127.0013,31,2018-05-11 08:51:28,previous,May,4,FRI,4
563,21356,0,37.26392,127.0011,56,2018-05-11 08:51:30,current,May,4,FRI,4
564,21356,0,37.26126,126.9961,13,2018-05-11 08:53:24,previous,May,4,FRI,4
565,21356,0,37.26117,126.9962,38,2018-05-11 08:53:26,current,May,4,FRI,4
566,21356,0,37.26726,127.027,10,2018-06-08 13:43:23,previous,Jun,5,FRI,4
567,21356,0,37.26735,127.027,34,2018-06-08 13:43:25,current,Jun,5,FRI,4
568,21356,0,37.26539,127.0634,10,2018-06-08 20:33:54,previous,Jun,5,FRI,4
569,21356,0,37.26545,127.0634,33,2018-06-08 20:33:56,current,Jun,5,FRI,4
